Dataset,Max_Rules,Coverage_Threshold,Min_Improvement,Target_Metric,Accuracy,N_Rules,N_Conditions,N_Unique_Conditions,Train_Time
hepatitis,30,0.01,0.01,purity,0.8125,30,0.13333333333333333,4,1.2476482391357422
hepatitis,15,0.0,0.01,purity,0.8125,15,0.13333333333333333,2,0.30913591384887695
hepatitis,15,0.03,0.01,purity,0.8125,15,0.13333333333333333,2,0.30681562423706055
hepatitis,15,0.05,0.01,purity,0.8125,15,0.13333333333333333,2,0.3227667808532715
hepatitis,15,0.1,0.01,purity,0.8125,15,0.13333333333333333,2,0.3302781581878662
hepatitis,15,0.01,0.0,purity,0.8125,15,0.13333333333333333,2,0.31965184211730957
hepatitis,15,0.01,0.005,purity,0.8125,15,0.13333333333333333,2,0.30463695526123047
hepatitis,15,0.01,0.02,purity,0.8125,15,0.13333333333333333,2,0.3200700283050537
hepatitis,15,0.01,0.05,purity,0.8125,15,0.13333333333333333,2,0.306962251663208
hepatitis,20,0.03,0.01,purity,0.8125,20,0.15,3,0.5635218620300293
hepatitis,10,0.05,0.005,purity,0.8125,10,0.2,2,0.16018438339233398
hepatitis,25,0.01,0.005,purity,0.8125,25,0.16,4,0.8944759368896484
pima,5,0.01,0.01,purity,0.6493506493506493,5,0.6,3,0.06316876411437988
pima,10,0.01,0.01,purity,0.6493506493506493,10,0.5,5,0.22626924514770508
pima,15,0.01,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.4045720100402832
pima,20,0.01,0.01,purity,0.6493506493506493,20,0.25,5,0.634589672088623
pima,30,0.01,0.01,purity,0.5714285714285714,29,0.1724137931034483,5,1.2617998123168945
pima,15,0.0,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.41639161109924316
pima,15,0.03,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.40354490280151367
pima,15,0.05,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.40616536140441895
pima,15,0.1,0.01,purity,0.6493506493506493,15,0.4,6,0.4494757652282715
pima,15,0.01,0.0,purity,0.6493506493506493,15,0.3333333333333333,5,0.408250093460083
pima,15,0.01,0.005,purity,0.6493506493506493,15,0.3333333333333333,5,0.40713047981262207
pima,15,0.01,0.02,purity,0.6493506493506493,15,0.3333333333333333,5,0.4061400890350342
pima,15,0.01,0.05,purity,0.6493506493506493,15,0.3333333333333333,5,0.40406107902526855
pima,20,0.03,0.01,purity,0.6493506493506493,20,0.25,5,0.6559901237487793
pima,10,0.05,0.005,purity,0.6493506493506493,10,0.5,5,0.22492504119873047
pima,25,0.01,0.005,purity,0.6493506493506493,25,0.2,5,0.9155087471008301
pima,5,0.01,0.01,purity,0.6493506493506493,5,0.4,2,0.049192190170288086
pima,10,0.01,0.01,purity,0.6493506493506493,10,0.5,5,0.2536957263946533
pima,15,0.01,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.41355061531066895
pima,20,0.01,0.01,purity,0.6493506493506493,20,0.25,5,0.6347525119781494
pima,30,0.01,0.01,purity,0.6493506493506493,30,0.16666666666666666,5,1.2719323635101318
pima,15,0.0,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.40578269958496094
pima,15,0.03,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.4214596748352051
pima,15,0.05,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.45459485054016113
pima,15,0.1,0.01,purity,0.6493506493506493,15,0.4,6,0.45677900314331055
pima,15,0.01,0.0,purity,0.6493506493506493,15,0.3333333333333333,5,0.4388740062713623
pima,15,0.01,0.005,purity,0.6493506493506493,15,0.3333333333333333,5,0.40881800651550293
pima,15,0.01,0.02,purity,0.6493506493506493,15,0.3333333333333333,5,0.4129793643951416
pima,15,0.01,0.05,purity,0.6493506493506493,15,0.3333333333333333,5,0.40164875984191895
pima,20,0.03,0.01,purity,0.6493506493506493,20,0.25,5,0.6398966312408447
pima,10,0.05,0.005,purity,0.6493506493506493,10,0.4,4,0.20076584815979004
pima,25,0.01,0.005,purity,0.6493506493506493,25,0.2,5,0.9282822608947754
pima,5,0.01,0.01,purity,0.6493506493506493,5,0.4,2,0.047801971435546875
pima,10,0.01,0.01,purity,0.6493506493506493,10,0.4,4,0.19714069366455078
pima,15,0.01,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.40689611434936523
pima,20,0.01,0.01,purity,0.6493506493506493,20,0.25,5,0.658210039138794
pima,30,0.01,0.01,purity,0.6493506493506493,30,0.16666666666666666,5,1.2569859027862549
pima,15,0.0,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.40968775749206543
pima,15,0.03,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.4028205871582031
pima,15,0.05,0.01,purity,0.6493506493506493,15,0.3333333333333333,5,0.4092257022857666
pima,15,0.1,0.01,purity,0.6493506493506493,15,0.4,6,0.44703102111816406
pima,15,0.01,0.0,purity,0.6493506493506493,15,0.3333333333333333,5,0.41370368003845215
pima,15,0.01,0.005,purity,0.6493506493506493,15,0.3333333333333333,5,0.4039926528930664
pima,15,0.01,0.02,purity,0.6493506493506493,15,0.3333333333333333,5,0.4232809543609619
pima,15,0.01,0.05,purity,0.6493506493506493,15,0.3333333333333333,5,0.4094715118408203
pima,20,0.03,0.01,purity,0.6493506493506493,20,0.25,5,0.6374623775482178
pima,10,0.05,0.005,purity,0.6493506493506493,10,0.4,4,0.1996297836303711
pima,25,0.01,0.005,purity,0.6493506493506493,25,0.2,5,0.9300761222839355
pima,5,0.01,0.01,purity,0.6535947712418301,5,0.6,3,0.06313443183898926
pima,10,0.01,0.01,purity,0.6535947712418301,10,0.5,5,0.22463655471801758
pima,15,0.01,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.40105366706848145
pima,20,0.01,0.01,purity,0.6535947712418301,20,0.25,5,0.6358363628387451
pima,30,0.01,0.01,purity,0.6535947712418301,30,0.16666666666666666,5,1.3003065586090088
pima,15,0.0,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4174768924713135
pima,15,0.03,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4152348041534424
pima,15,0.05,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4077465534210205
pima,15,0.1,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4028904438018799
pima,15,0.01,0.0,purity,0.6535947712418301,15,0.3333333333333333,5,0.40615129470825195
pima,15,0.01,0.005,purity,0.6535947712418301,15,0.3333333333333333,5,0.42128539085388184
pima,15,0.01,0.02,purity,0.6535947712418301,15,0.3333333333333333,5,0.39914822578430176
pima,15,0.01,0.05,purity,0.6535947712418301,15,0.3333333333333333,5,0.4197425842285156
pima,20,0.03,0.01,purity,0.6535947712418301,20,0.25,5,0.6364023685455322
pima,10,0.05,0.005,purity,0.6535947712418301,10,0.5,5,0.22597646713256836
pima,25,0.01,0.005,purity,0.6535947712418301,25,0.2,5,0.9257500171661377
pima,5,0.01,0.01,purity,0.6535947712418301,5,0.6,3,0.06511235237121582
pima,10,0.01,0.01,purity,0.6535947712418301,10,0.5,5,0.22569990158081055
pima,15,0.01,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.3988375663757324
pima,20,0.01,0.01,purity,0.6535947712418301,20,0.25,5,0.630718469619751
pima,30,0.01,0.01,purity,0.6535947712418301,30,0.16666666666666666,5,1.2634491920471191
pima,15,0.0,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4010810852050781
pima,15,0.03,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.4042022228240967
pima,15,0.05,0.01,purity,0.6535947712418301,15,0.3333333333333333,5,0.40636277198791504
pima,15,0.1,0.01,purity,0.6535947712418301,15,0.4,6,0.44578003883361816
pima,15,0.01,0.0,purity,0.6535947712418301,15,0.3333333333333333,5,0.41051435470581055
pima,15,0.01,0.005,purity,0.6535947712418301,15,0.3333333333333333,5,0.40711021423339844
pima,15,0.01,0.02,purity,0.6535947712418301,15,0.3333333333333333,5,0.39722633361816406
pima,15,0.01,0.05,purity,0.6535947712418301,15,0.3333333333333333,5,0.399993896484375
pima,20,0.03,0.01,purity,0.6535947712418301,20,0.25,5,0.6612734794616699
pima,10,0.05,0.005,purity,0.6535947712418301,10,0.5,5,0.2554938793182373
pima,25,0.01,0.005,purity,0.6535947712418301,25,0.2,5,0.9241142272949219
spambase,5,0.01,0.01,purity,0.6054347826086957,5,0.2,1,0.9469432830810547
spambase,10,0.01,0.01,purity,0.7576086956521739,10,0.1,1,3.438283681869507
spambase,15,0.01,0.01,purity,0.8282608695652174,15,0.06666666666666667,1,7.54850697517395
spambase,20,0.01,0.01,purity,0.8586956521739131,20,0.05,1,13.033165454864502
spambase,30,0.01,0.01,purity,0.8815217391304347,30,0.1,3,32.701454877853394
spambase,15,0.0,0.01,purity,0.8282608695652174,15,0.06666666666666667,1,7.456076622009277
spambase,15,0.03,0.01,purity,0.8271739130434783,15,0.06666666666666667,1,7.525285720825195
spambase,15,0.05,0.01,purity,0.841304347826087,15,0.06666666666666667,1,7.475259304046631
spambase,15,0.1,0.01,purity,0.8880434782608696,15,0.06666666666666667,1,7.440262079238892
spambase,15,0.01,0.0,purity,0.8282608695652174,15,0.06666666666666667,1,7.434470891952515
spambase,15,0.01,0.005,purity,0.8282608695652174,15,0.06666666666666667,1,7.425701141357422
spambase,15,0.01,0.02,purity,0.8282608695652174,15,0.06666666666666667,1,7.3786163330078125
spambase,15,0.01,0.05,purity,0.8282608695652174,15,0.06666666666666667,1,7.424716472625732
spambase,20,0.03,0.01,purity,0.8576086956521739,20,0.05,1,13.021832704544067
spambase,10,0.05,0.005,purity,0.8326086956521739,10,0.1,1,3.4312379360198975
spambase,25,0.01,0.005,purity,0.8815217391304347,25,0.08,2,21.740604162216187
spambase,5,0.01,0.01,purity,0.6054347826086957,5,0.2,1,0.9285297393798828
spambase,10,0.01,0.01,purity,0.7543478260869565,10,0.1,1,3.391850471496582
spambase,15,0.01,0.01,purity,0.8152173913043478,15,0.06666666666666667,1,7.445393085479736
spambase,20,0.01,0.01,purity,0.8586956521739131,20,0.05,1,13.006263256072998
spambase,30,0.01,0.01,purity,0.8771739130434782,30,0.06666666666666667,2,30.658775091171265
spambase,15,0.0,0.01,purity,0.8152173913043478,15,0.06666666666666667,1,7.430387496948242
spambase,15,0.03,0.01,purity,0.8152173913043478,15,0.06666666666666667,1,7.512269735336304
spambase,15,0.05,0.01,purity,0.8619565217391304,15,0.06666666666666667,1,7.478117227554321
spambase,15,0.1,0.01,purity,0.8815217391304347,15,0.2,3,9.490870714187622
spambase,15,0.01,0.0,purity,0.8152173913043478,15,0.06666666666666667,1,7.391114950180054
spambase,15,0.01,0.005,purity,0.8152173913043478,15,0.06666666666666667,1,7.500974416732788
spambase,15,0.01,0.02,purity,0.8152173913043478,15,0.06666666666666667,1,7.4652321338653564
spambase,15,0.01,0.05,purity,0.8152173913043478,15,0.06666666666666667,1,7.481503486633301
spambase,20,0.03,0.01,purity,0.8586956521739131,20,0.05,1,13.070298671722412
spambase,10,0.05,0.005,purity,0.8184782608695652,10,0.1,1,3.4458281993865967
spambase,25,0.01,0.005,purity,0.8586956521739131,25,0.08,2,21.6281681060791
spambase,5,0.01,0.01,purity,0.6060935799782372,5,0.2,1,0.93398118019104
spambase,10,0.01,0.01,purity,0.766050054406964,10,0.1,1,3.3964152336120605
spambase,15,0.01,0.01,purity,0.8248095756256801,15,0.06666666666666667,1,7.440239906311035
spambase,20,0.01,0.01,purity,0.85310119695321,20,0.05,1,12.998255252838135
spambase,30,0.01,0.01,purity,0.8748639825897715,30,0.13333333333333333,4,34.66479516029358
spambase,15,0.0,0.01,purity,0.8248095756256801,15,0.06666666666666667,1,7.436790704727173
spambase,15,0.03,0.01,purity,0.8248095756256801,15,0.06666666666666667,1,7.43395733833313
spambase,15,0.05,0.01,purity,0.8552774755168662,15,0.06666666666666667,1,7.4511096477508545
spambase,15,0.1,0.01,purity,0.8890097932535365,15,0.13333333333333333,2,8.42677640914917
spambase,15,0.01,0.0,purity,0.8248095756256801,15,0.06666666666666667,1,7.399255037307739
spambase,15,0.01,0.005,purity,0.8248095756256801,15,0.06666666666666667,1,7.427464723587036
spambase,15,0.01,0.02,purity,0.8248095756256801,15,0.06666666666666667,1,7.422034025192261
spambase,15,0.01,0.05,purity,0.8248095756256801,15,0.06666666666666667,1,7.4498820304870605
spambase,20,0.03,0.01,purity,0.85310119695321,20,0.05,1,13.014161348342896
spambase,10,0.05,0.005,purity,0.8269858541893362,10,0.1,1,3.431169033050537
spambase,25,0.01,0.005,purity,0.8748639825897715,25,0.12,3,23.346930265426636
spambase,5,0.01,0.01,purity,0.6060935799782372,5,0.2,1,0.9314939975738525
spambase,10,0.01,0.01,purity,0.7834602829162133,10,0.1,1,3.4123353958129883
spambase,15,0.01,0.01,purity,0.8454842219804135,15,0.06666666666666667,1,7.427451848983765
spambase,20,0.01,0.01,purity,0.8803046789989118,20,0.05,1,12.972712993621826
spambase,30,0.01,0.01,purity,0.8988030467899891,30,0.1,3,32.61240005493164
spambase,15,0.0,0.01,purity,0.8454842219804135,15,0.06666666666666667,1,7.406016111373901
spambase,15,0.03,0.01,purity,0.8454842219804135,15,0.06666666666666667,1,7.415985345840454
spambase,15,0.05,0.01,purity,0.8813928182807399,15,0.06666666666666667,1,7.437371730804443
spambase,15,0.1,0.01,purity,0.9020674646354734,15,0.13333333333333333,2,8.489954948425293
spambase,15,0.01,0.0,purity,0.8454842219804135,15,0.06666666666666667,1,7.411567687988281
spambase,15,0.01,0.005,purity,0.8454842219804135,15,0.06666666666666667,1,7.427439212799072
spambase,15,0.01,0.02,purity,0.8454842219804135,15,0.06666666666666667,1,7.426659107208252
spambase,15,0.01,0.05,purity,0.8454842219804135,15,0.06666666666666667,1,7.411950349807739
spambase,20,0.03,0.01,purity,0.8803046789989118,20,0.05,1,12.998504161834717
spambase,10,0.05,0.005,purity,0.8465723612622416,10,0.1,1,3.3920769691467285
spambase,25,0.01,0.005,purity,0.8988030467899891,25,0.08,2,21.612283945083618
spambase,5,0.01,0.01,purity,0.6060935799782372,5,0.2,1,0.9261658191680908
spambase,10,0.01,0.01,purity,0.7595212187159956,10,0.1,1,3.37601375579834
spambase,15,0.01,0.01,purity,0.8367791077257889,15,0.06666666666666667,1,7.390381336212158
spambase,20,0.01,0.01,purity,0.8520130576713819,20,0.05,1,12.959800481796265
spambase,30,0.01,0.01,purity,0.8748639825897715,30,0.1,3,32.482614040374756
spambase,15,0.0,0.01,purity,0.8367791077257889,15,0.06666666666666667,1,7.3945863246917725
spambase,15,0.03,0.01,purity,0.8367791077257889,15,0.06666666666666667,1,7.337326765060425
spambase,15,0.05,0.01,purity,0.85310119695321,15,0.06666666666666667,1,7.412126064300537
spambase,15,0.1,0.01,purity,0.8683351468988031,15,0.06666666666666667,1,7.395157098770142
spambase,15,0.01,0.0,purity,0.8367791077257889,15,0.06666666666666667,1,7.368726015090942
spambase,15,0.01,0.005,purity,0.8367791077257889,15,0.06666666666666667,1,7.391978979110718
spambase,15,0.01,0.02,purity,0.8367791077257889,15,0.06666666666666667,1,7.378210067749023
spambase,15,0.01,0.05,purity,0.8367791077257889,15,0.06666666666666667,1,7.39237380027771
spambase,20,0.03,0.01,purity,0.8520130576713819,20,0.05,1,12.878454208374023
spambase,10,0.05,0.005,purity,0.8150163220892275,10,0.1,1,3.398308038711548
spambase,25,0.01,0.005,purity,0.8748639825897715,25,0.04,1,19.956665754318237
wine,5,0.01,0.01,purity,0.9722222222222222,5,0.2,1,0.03326845169067383
wine,10,0.01,0.01,purity,0.9722222222222222,10,0.4,4,0.18850183486938477
wine,15,0.01,0.01,purity,0.9722222222222222,15,0.26666666666666666,4,0.34755969047546387
wine,20,0.01,0.01,purity,0.9722222222222222,20,0.25,5,0.6079287528991699
wine,30,0.01,0.01,purity,0.9444444444444444,30,0.23333333333333334,7,1.3388001918792725
wine,15,0.0,0.01,purity,0.9722222222222222,15,0.26666666666666666,4,0.3406071662902832
wine,15,0.03,0.01,purity,0.9722222222222222,15,0.2,3,0.3169896602630615
wine,15,0.05,0.01,purity,0.9444444444444444,15,0.2,3,0.31729769706726074
wine,15,0.1,0.01,purity,0.9444444444444444,15,0.4,6,0.42898035049438477
wine,15,0.01,0.0,purity,0.9722222222222222,15,0.26666666666666666,4,0.3515498638153076
wine,15,0.01,0.005,purity,0.9722222222222222,15,0.26666666666666666,4,0.35181665420532227
wine,15,0.01,0.02,purity,0.9722222222222222,15,0.26666666666666666,4,0.35083937644958496
wine,15,0.01,0.05,purity,0.9722222222222222,15,0.26666666666666666,4,0.34944748878479004
wine,20,0.03,0.01,purity,0.9722222222222222,20,0.25,5,0.6108715534210205
wine,10,0.05,0.005,purity,0.9444444444444444,10,0.3,3,0.16522502899169922
wine,25,0.01,0.005,purity,0.9722222222222222,25,0.24,6,0.9349288940429688
wine,5,0.01,0.01,purity,0.8888888888888888,5,0.2,1,0.03362154960632324
wine,10,0.01,0.01,purity,0.8888888888888888,10,0.2,2,0.13953375816345215
wine,15,0.01,0.01,purity,0.8888888888888888,15,0.2,3,0.31873488426208496
wine,20,0.01,0.01,purity,0.8888888888888888,20,0.2,4,0.5680155754089355
wine,30,0.01,0.01,purity,0.9444444444444444,30,0.2,6,1.2696373462677002
wine,15,0.0,0.01,purity,0.8888888888888888,15,0.2,3,0.31824660301208496
wine,15,0.03,0.01,purity,0.8888888888888888,15,0.2,3,0.3184676170349121
wine,15,0.05,0.01,purity,0.8611111111111112,15,0.26666666666666666,4,0.3533022403717041
wine,15,0.1,0.01,purity,0.8888888888888888,15,0.3333333333333333,5,0.3894975185394287
wine,15,0.01,0.0,purity,0.8888888888888888,15,0.2,3,0.31875014305114746
wine,15,0.01,0.005,purity,0.8888888888888888,15,0.2,3,0.31862664222717285
wine,15,0.01,0.02,purity,0.8888888888888888,15,0.2,3,0.31947851181030273
wine,15,0.01,0.05,purity,0.8888888888888888,15,0.2,3,0.31821727752685547
wine,20,0.03,0.01,purity,0.8888888888888888,20,0.2,4,0.5660209655761719
wine,10,0.05,0.005,purity,0.8888888888888888,10,0.2,2,0.14034628868103027
wine,25,0.01,0.005,purity,0.9166666666666666,25,0.2,5,0.8824312686920166
wine,5,0.01,0.01,purity,0.8611111111111112,5,0.2,1,0.0335237979888916
wine,10,0.01,0.01,purity,0.8611111111111112,10,0.3,3,0.1643064022064209
wine,15,0.01,0.01,purity,0.8333333333333334,15,0.26666666666666666,4,0.3514745235443115
wine,20,0.01,0.01,purity,0.8333333333333334,20,0.3,6,0.6575238704681396
wine,30,0.01,0.01,purity,0.8333333333333334,30,0.26666666666666666,8,1.4020278453826904
wine,15,0.0,0.01,purity,0.8333333333333334,15,0.26666666666666666,4,0.34722089767456055
wine,15,0.03,0.01,purity,0.8333333333333334,15,0.26666666666666666,4,0.3517162799835205
wine,15,0.05,0.01,purity,0.8333333333333334,15,0.3333333333333333,5,0.3908097743988037
wine,15,0.1,0.01,purity,0.8333333333333334,15,0.3333333333333333,5,0.3892514705657959
wine,15,0.01,0.0,purity,0.8333333333333334,15,0.26666666666666666,4,0.35367631912231445
wine,15,0.01,0.005,purity,0.8333333333333334,15,0.26666666666666666,4,0.35419702529907227
wine,15,0.01,0.02,purity,0.8333333333333334,15,0.26666666666666666,4,0.35381531715393066
wine,15,0.01,0.05,purity,0.8333333333333334,15,0.26666666666666666,4,0.3546180725097656
wine,20,0.03,0.01,purity,0.8333333333333334,20,0.25,5,0.6141064167022705
wine,10,0.05,0.005,purity,0.8333333333333334,10,0.2,2,0.1418921947479248
wine,25,0.01,0.005,purity,0.8055555555555556,25,0.28,7,1.001298189163208
wine,5,0.01,0.01,purity,0.9714285714285714,5,0.2,1,0.033512115478515625
wine,10,0.01,0.01,purity,0.9714285714285714,10,0.2,2,0.1404707431793213
wine,15,0.01,0.01,purity,0.9714285714285714,15,0.26666666666666666,4,0.3567080497741699
wine,20,0.01,0.01,purity,1.0,20,0.3,6,0.6633694171905518
wine,30,0.01,0.01,purity,1.0,30,0.2,6,1.2756259441375732
wine,15,0.0,0.01,purity,0.9714285714285714,15,0.2,3,0.3168356418609619
wine,15,0.03,0.01,purity,0.9714285714285714,15,0.2,3,0.3167119026184082
wine,15,0.05,0.01,purity,0.9714285714285714,15,0.2,3,0.3185420036315918
wine,15,0.1,0.01,purity,1.0,15,0.4,6,0.4278278350830078
wine,15,0.01,0.0,purity,0.9714285714285714,15,0.26666666666666666,4,0.3533012866973877
wine,15,0.01,0.005,purity,0.9714285714285714,15,0.26666666666666666,4,0.3520476818084717
wine,15,0.01,0.02,purity,0.9714285714285714,15,0.26666666666666666,4,0.3533897399902344
wine,15,0.01,0.05,purity,0.9714285714285714,15,0.26666666666666666,4,0.3531961441040039
wine,20,0.03,0.01,purity,1.0,20,0.25,5,0.615095853805542
wine,10,0.05,0.005,purity,0.9714285714285714,10,0.2,2,0.1407318115234375
wine,25,0.01,0.005,purity,1.0,25,0.24,6,0.9385256767272949
wine,5,0.01,0.01,purity,0.9142857142857143,5,0.2,1,0.033530473709106445
wine,10,0.01,0.01,purity,0.9142857142857143,10,0.3,3,0.16437745094299316
wine,15,0.01,0.01,purity,0.9142857142857143,15,0.26666666666666666,4,0.348949670791626
wine,20,0.01,0.01,purity,0.9142857142857143,20,0.3,6,0.6550443172454834
wine,30,0.01,0.01,purity,0.9428571428571428,30,0.2,6,1.2512807846069336
wine,15,0.0,0.01,purity,0.9142857142857143,15,0.26666666666666666,4,0.3552436828613281
wine,15,0.03,0.01,purity,0.9142857142857143,15,0.3333333333333333,5,0.3849635124206543
wine,15,0.05,0.01,purity,0.9142857142857143,15,0.4,6,0.4222145080566406
wine,15,0.1,0.01,purity,0.9428571428571428,15,0.4,6,0.4248383045196533
wine,15,0.01,0.0,purity,0.9142857142857143,15,0.26666666666666666,4,0.3491837978363037
wine,15,0.01,0.005,purity,0.9142857142857143,15,0.26666666666666666,4,0.35348081588745117
wine,15,0.01,0.02,purity,0.9142857142857143,15,0.26666666666666666,4,0.3511030673980713
wine,15,0.01,0.05,purity,0.9142857142857143,15,0.26666666666666666,4,0.3532288074493408
wine,20,0.03,0.01,purity,0.9142857142857143,20,0.3,6,0.6545975208282471
wine,10,0.05,0.005,purity,0.8571428571428571,10,0.4,4,0.1904435157775879
wine,25,0.01,0.005,purity,0.9142857142857143,25,0.24,6,0.9293320178985596
saheart,5,0.01,0.01,purity,0.6559139784946236,5,0.8,4,0.06894969940185547
saheart,10,0.01,0.01,purity,0.6559139784946236,10,0.4,4,0.17113995552062988
saheart,15,0.01,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.3144099712371826
saheart,20,0.01,0.01,purity,0.6559139784946236,20,0.2,4,0.4807736873626709
saheart,30,0.01,0.01,purity,0.4946236559139785,27,0.14814814814814814,4,0.8529386520385742
saheart,15,0.0,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.2953803539276123
saheart,15,0.03,0.01,purity,0.6559139784946236,15,0.3333333333333333,5,0.3288755416870117
saheart,15,0.05,0.01,purity,0.6559139784946236,15,0.3333333333333333,5,0.3278329372406006
saheart,15,0.1,0.01,purity,0.6559139784946236,15,0.3333333333333333,5,0.33011460304260254
saheart,15,0.01,0.0,purity,0.6559139784946236,15,0.26666666666666666,4,0.2962794303894043
saheart,15,0.01,0.005,purity,0.6559139784946236,15,0.26666666666666666,4,0.29787516593933105
saheart,15,0.01,0.02,purity,0.6559139784946236,15,0.26666666666666666,4,0.2964162826538086
saheart,15,0.01,0.05,purity,0.6559139784946236,15,0.26666666666666666,4,0.2963747978210449
saheart,20,0.03,0.01,purity,0.6559139784946236,20,0.25,5,0.5178875923156738
saheart,10,0.05,0.005,purity,0.6559139784946236,10,0.5,5,0.18210482597351074
saheart,25,0.01,0.005,purity,0.6559139784946236,25,0.16,4,0.6989006996154785
saheart,5,0.01,0.01,purity,0.6559139784946236,5,0.4,2,0.03909635543823242
saheart,10,0.01,0.01,purity,0.6559139784946236,10,0.4,4,0.1590900421142578
saheart,15,0.01,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.3096199035644531
saheart,20,0.01,0.01,purity,0.6559139784946236,20,0.2,4,0.5207257270812988
saheart,30,0.01,0.01,purity,0.5268817204301075,28,0.14285714285714285,4,0.9244773387908936
saheart,15,0.0,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.2986564636230469
saheart,15,0.03,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.29973864555358887
saheart,15,0.05,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.2994384765625
saheart,15,0.1,0.01,purity,0.6559139784946236,15,0.26666666666666666,4,0.30031538009643555
saheart,15,0.01,0.0,purity,0.6559139784946236,15,0.26666666666666666,4,0.3002629280090332
saheart,15,0.01,0.005,purity,0.6559139784946236,15,0.26666666666666666,4,0.3000504970550537
saheart,15,0.01,0.02,purity,0.6559139784946236,15,0.26666666666666666,4,0.29921698570251465
saheart,15,0.01,0.05,purity,0.6559139784946236,15,0.26666666666666666,4,0.29936933517456055
saheart,20,0.03,0.01,purity,0.6559139784946236,20,0.2,4,0.4852333068847656
saheart,10,0.05,0.005,purity,0.6559139784946236,10,0.4,4,0.16067028045654297
saheart,25,0.01,0.005,purity,0.6559139784946236,25,0.16,4,0.7127292156219482
saheart,5,0.01,0.01,purity,0.6521739130434783,5,0.6,3,0.051080942153930664
saheart,10,0.01,0.01,purity,0.6521739130434783,10,0.3,3,0.13891911506652832
saheart,15,0.01,0.01,purity,0.6521739130434783,15,0.2,3,0.2714955806732178
saheart,20,0.01,0.01,purity,0.6521739130434783,20,0.15,3,0.44753146171569824
saheart,30,0.01,0.01,purity,0.532608695652174,27,0.1111111111111111,3,0.8132641315460205
saheart,15,0.0,0.01,purity,0.6521739130434783,15,0.2,3,0.27156543731689453
saheart,15,0.03,0.01,purity,0.6521739130434783,15,0.26666666666666666,4,0.301159143447876
saheart,15,0.05,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3332943916320801
saheart,15,0.1,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3314797878265381
saheart,15,0.01,0.0,purity,0.6521739130434783,15,0.2,3,0.27223992347717285
saheart,15,0.01,0.005,purity,0.6521739130434783,15,0.2,3,0.2712836265563965
saheart,15,0.01,0.02,purity,0.6521739130434783,15,0.2,3,0.27146387100219727
saheart,15,0.01,0.05,purity,0.6521739130434783,15,0.2,3,0.27100181579589844
saheart,20,0.03,0.01,purity,0.6521739130434783,20,0.2,4,0.4859006404876709
saheart,10,0.05,0.005,purity,0.6521739130434783,10,0.5,5,0.18471860885620117
saheart,25,0.01,0.005,purity,0.6521739130434783,25,0.12,3,0.6681017875671387
saheart,5,0.01,0.01,purity,0.6521739130434783,5,0.4,2,0.03897428512573242
saheart,10,0.01,0.01,purity,0.6521739130434783,10,0.5,5,0.18264293670654297
saheart,15,0.01,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.32723116874694824
saheart,20,0.01,0.01,purity,0.6521739130434783,20,0.25,5,0.5176239013671875
saheart,30,0.01,0.01,purity,0.5108695652173914,29,0.1724137931034483,5,1.017651081085205
saheart,15,0.0,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.32877516746520996
saheart,15,0.03,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3305542469024658
saheart,15,0.05,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3296043872833252
saheart,15,0.1,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.33098411560058594
saheart,15,0.01,0.0,purity,0.6521739130434783,15,0.3333333333333333,5,0.329481840133667
saheart,15,0.01,0.005,purity,0.6521739130434783,15,0.3333333333333333,5,0.3284029960632324
